id_votacao,id_parlamentar_voz,voto
1198512-254,1178972,-1
1198512-254,1178975,-1
1198512-254,1178981,-1
1198512-254,1178983,-1
1198512-254,1178985,-1
1198512-254,1178986,1
1198512-254,1178987,1
1198512-254,1178990,-1
1198512-254,1178992,-1
1198512-254,1178993,-1
1198512-254,1178994,-1
1198512-254,1178997,1
1198512-254,1179001,-1
1198512-254,1179587,-1
1198512-254,1188097,1
1198512-254,1191923,1
1198512-254,1193726,-1
1198512-254,1194260,-1
1198512-254,1196358,-1
1198512-254,1198197,-1
1198512-254,1198783,1
1198512-254,1204351,-1
1198512-254,1204352,1
1198512-254,1204353,-1
1198512-254,1204355,1
1198512-254,1204356,-1
1198512-254,1204357,-1
1198512-254,1204358,-1
1198512-254,1204359,1
1198512-254,1204360,1
1198512-254,1204361,-1
1198512-254,1204362,-1
1198512-254,1204363,-1
1198512-254,1204364,-1
1198512-254,1204365,-1
1198512-254,1204366,-1
1198512-254,1204367,-1
1198512-254,1204368,-1
1198512-254,1204369,-1
1198512-254,1204370,1
1198512-254,1204371,-1
1198512-254,1204372,-1
1198512-254,1204373,-1
1198512-254,1204374,-1
1198512-254,1204375,1
1198512-254,1204376,-1
1198512-254,1204377,-1
1198512-254,1204378,-1
1198512-254,1204379,-1
1198512-254,1204381,-1
1198512-254,1204382,-1
1198512-254,1204383,1
1198512-254,1204384,1
1198512-254,1204385,1
1198512-254,1204386,-1
1198512-254,1204387,1
1198512-254,1204388,-1
1198512-254,1204389,1
1198512-254,1204390,1
1198512-254,1204391,1
1198512-254,1204392,1
1198512-254,1204393,1
1198512-254,1204394,1
1198512-254,1204395,-1
1198512-254,1204397,1
1198512-254,1204398,-1
1198512-254,1204399,-1
1198512-254,1204403,-1
1198512-254,1204404,-1
1198512-254,1204405,1
1198512-254,1204406,-1
1198512-254,1204407,1
1198512-254,1204408,-1
1198512-254,1204409,-1
1198512-254,1204410,1
1198512-254,1204411,-1
1198512-254,1204412,-1
1198512-254,1204413,-1
1198512-254,1204414,-1
1198512-254,1204415,-1
1198512-254,1204416,-1
1198512-254,1204418,-1
1198512-254,1204419,1
1198512-254,1204420,-1
1198512-254,1204421,-1
1198512-254,1204422,-1
1198512-254,1204423,-1
1198512-254,1204425,-1
1198512-254,1204426,1
1198512-254,1204427,1
1198512-254,1204428,1
1198512-254,1204429,1
1198512-254,1204430,-1
1198512-254,1204431,-1
1198512-254,1204432,1
1198512-254,1204433,1
1198512-254,1204434,1
1198512-254,1204435,1
1198512-254,1204436,-1
1198512-254,1204437,-1
1198512-254,1204438,-1
1198512-254,1204439,1
1198512-254,1204440,-1
1198512-254,1204444,-1
1198512-254,1204446,-1
1198512-254,1204447,1
1198512-254,1204448,-1
1198512-254,1204449,-1
1198512-254,1204451,3
1198512-254,1204452,-1
1198512-254,1204453,1
1198512-254,1204455,-1
1198512-254,1204457,-1
1198512-254,1204458,-1
1198512-254,1204459,-1
1198512-254,1204460,-1
1198512-254,1204461,-1
1198512-254,1204462,-1
1198512-254,1204463,1
1198512-254,1204465,1
1198512-254,1204466,1
1198512-254,1204467,1
1198512-254,1204468,1
1198512-254,1204469,-1
1198512-254,1204471,1
1198512-254,1204472,-1
1198512-254,1204473,-1
1198512-254,1204474,-1
1198512-254,1204475,1
1198512-254,1204476,-1
1198512-254,1204477,-1
1198512-254,1204478,-1
1198512-254,1204479,1
1198512-254,1204480,1
1198512-254,1204481,-1
1198512-254,1204482,-1
1198512-254,1204483,1
1198512-254,1204484,-1
1198512-254,1204485,-1
1198512-254,1204486,1
1198512-254,1204487,1
1198512-254,1204488,1
1198512-254,1204489,1
1198512-254,1204490,-1
1198512-254,1204491,-1
1198512-254,1204492,1
1198512-254,1204494,-1
1198512-254,1204495,1
1198512-254,1204496,-1
1198512-254,1204497,-1
1198512-254,1204498,-1
1198512-254,1204499,1
1198512-254,1204500,-1
1198512-254,1204501,1
1198512-254,1204502,-1
1198512-254,1204503,1
1198512-254,1204504,-1
1198512-254,1204507,-1
1198512-254,1204508,1
1198512-254,1204509,1
1198512-254,1204511,-1
1198512-254,1204512,-1
1198512-254,1204513,-1
1198512-254,1204515,1
1198512-254,1204516,-1
1198512-254,1204517,-1
1198512-254,1204518,-1
1198512-254,1204519,-1
1198512-254,1204520,-1
1198512-254,1204522,1
1198512-254,1204523,-1
1198512-254,1204524,-1
1198512-254,1204525,1
1198512-254,1204526,-1
1198512-254,1204527,-1
1198512-254,1204528,-1
1198512-254,1204529,-1
1198512-254,1204531,-1
1198512-254,1204532,-1
1198512-254,1204533,1
1198512-254,1204534,1
1198512-254,1204535,1
1198512-254,1204536,-1
1198512-254,1204537,1
1198512-254,1204538,-1
1198512-254,1204539,1
1198512-254,1204540,-1
1198512-254,1204541,1
1198512-254,1204542,1
1198512-254,1204544,1
1198512-254,1204545,-1
1198512-254,1204546,1
1198512-254,1204547,-1
1198512-254,1204548,-1
1198512-254,1204549,-1
1198512-254,1204551,-1
1198512-254,1204552,1
1198512-254,1204553,1
1198512-254,1204554,-1
1198512-254,1204555,1
1198512-254,1204556,-1
1198512-254,1204557,1
1198512-254,1204558,1
1198512-254,1204559,1
1198512-254,1204560,-1
1198512-254,1204561,1
1198512-254,1204562,-1
1198512-254,1204564,1
1198512-254,1204565,1
1198512-254,1204566,-1
1198512-254,1204567,-1
1198512-254,1204570,-1
1198512-254,1204572,-1
1198512-254,1204573,1
1198512-254,1204575,-1
1198512-254,1204576,-1
1198512-254,1205476,1
1198512-254,1205548,1
1198512-254,1205550,-1
1198512-254,1205863,-1
1198512-254,1206231,1
1198512-254,1207176,1
1198512-254,1207309,-1
1198512-254,1209189,1
1198512-254,1212749,-1
1198512-254,1213274,1
1198512-254,1213679,1
1198512-254,1213762,1
1198512-254,1213856,1
1198512-257,162881,1
1198512-257,166179,1
1198512-257,166828,1
1198512-257,167138,1
1198512-257,168720,1
1198512-257,169871,1
1198512-257,172442,1
1198512-257,173433,1
1198512-257,173441,1
1198512-257,173460,1
1198512-257,173466,1
1198512-257,173482,1
1198512-257,173486,1
1198512-257,173531,1
1198512-257,173586,1
1198512-257,173604,1
1198512-257,173692,1
1198512-257,173696,1
1198512-257,173701,1
1198512-257,173772,1
1198512-257,173788,1
1198512-257,173801,1
1198512-257,173808,1
1198512-257,173943,1
1198512-257,174043,1
1198512-257,174044,1
1198512-257,174052,1
1198512-257,174057,1
1198512-257,174060,1
1198512-257,174075,1
1198512-257,174090,1
1198512-257,174156,1
1198512-257,174158,1
1198512-257,174159,1
1198512-257,174160,1
1198512-257,174161,1
1198512-257,174200,-1
1198512-257,174262,1
1198512-257,174273,1
1198512-257,174283,1
1198512-257,174299,1
1198512-257,174352,1
1198512-257,174356,1
1198512-257,174371,1
1198512-257,174376,1
1198512-257,174398,1
1198512-257,174400,1
1198512-257,174419,1
1198512-257,174439,1
1198512-257,174459,1
1198512-257,174467,1
1198512-257,174471,1
1198512-257,174478,1
1198512-257,174554,1
1198512-257,174655,1
1198512-257,174749,-1
1198512-257,174784,1
1198512-257,174806,1
1198512-257,174848,1
1198512-257,175431,1
1198512-257,176874,1
1198512-257,181297,1
1198512-257,190201,1
1198512-257,192102,1
1198512-257,192346,1
1198512-257,192699,1
1198512-257,192776,3
1198512-257,193083,1
1198512-257,1107283,1
1198512-257,1108338,1
1198512-257,1109429,1
1198512-257,1112437,1
1198512-257,1115746,1
1198512-257,1116379,1
1198512-257,1121948,1
1198512-257,1122158,1
1198512-257,1122974,1
1198512-257,1128760,1
1198512-257,1132504,1
1198512-257,1133439,1
1198512-257,1133810,1
1198512-257,1134812,1
1198512-257,1135054,1
1198512-257,1136811,1
1198512-257,1137070,1
1198512-257,1139285,1
1198512-257,1141335,1
1198512-257,1141398,1
1198512-257,1141401,1
1198512-257,1141405,1
1198512-257,1141411,1
1198512-257,1141417,1
1198512-257,1141421,1
1198512-257,1141422,1
1198512-257,1141427,-1
1198512-257,1141431,1
1198512-257,1141439,1
1198512-257,1141459,1
1198512-257,1141464,1
1198512-257,1141470,1
1198512-257,1141488,1
1198512-257,1141508,1
1198512-257,1141513,1
1198512-257,1141518,1
1198512-257,1141523,1
1198512-257,1141531,1
1198512-257,1141553,1
1198512-257,1141555,1
1198512-257,1143084,1
1198512-257,1143632,1
1198512-257,1146307,1
1198512-257,1146788,1
1198512-257,1150418,1
1198512-257,1152605,1
1198512-257,1152610,1
1198512-257,1154178,1
1198512-257,1156190,-1
1198512-257,1160508,1
1198512-257,1160510,1
1198512-257,1160511,1
1198512-257,1160518,1
1198512-257,1160528,1
1198512-257,1160531,1
1198512-257,1160532,1
1198512-257,1160534,1
1198512-257,1160535,1
1198512-257,1160538,1
1198512-257,1160541,1
1198512-257,1160545,1
1198512-257,1160553,1
1198512-257,1160556,1
1198512-257,1160558,1
1198512-257,1160559,1
1198512-257,1160569,1
1198512-257,1160570,1
1198512-257,1160575,1
1198512-257,1160587,1
1198512-257,1160588,1
1198512-257,1160589,1
1198512-257,1160592,1
1198512-257,1160598,1
1198512-257,1160600,1
1198512-257,1160601,1
1198512-257,1160604,1
1198512-257,1160610,1
1198512-257,1160619,1
1198512-257,1160632,1
1198512-257,1160635,1
1198512-257,1160639,1
1198512-257,1160640,1
1198512-257,1160641,1
1198512-257,1160645,1
1198512-257,1160666,1
1198512-257,1160667,1
1198512-257,1160669,1
1198512-257,1160673,1
1198512-257,1160674,1
1198512-257,1160758,1
1198512-257,1160976,1
1198512-257,1161550,1
1198512-257,1162332,1
1198512-257,1164359,1
1198512-257,1164360,1
1198512-257,1171617,1
1198512-257,1171619,1
1198512-257,1171623,1
1198512-257,1177282,1
1198512-257,1178829,1
1198512-257,1178830,1
1198512-257,1178832,1
1198512-257,1178833,1
1198512-257,1178835,1
1198512-257,1178836,1
1198512-257,1178839,1
1198512-257,1178842,1
1198512-257,1178843,1
1198512-257,1178854,1
1198512-257,1178857,1
1198512-257,1178861,1
1198512-257,1178863,1
1198512-257,1178866,1
1198512-257,1178871,1
1198512-257,1178873,1
1198512-257,1178874,1
1198512-257,1178876,1
1198512-257,1178881,1
1198512-257,1178884,1
1198512-257,1178886,1
1198512-257,1178889,1
1198512-257,1178895,1
1198512-257,1178896,1
1198512-257,1178908,1
1198512-257,1178909,1
1198512-257,1178910,1
1198512-257,1178912,1
1198512-257,1178920,1
1198512-257,1178922,1
1198512-257,1178925,1
1198512-257,1178927,1
1198512-257,1178928,1
1198512-257,1178929,1
1198512-257,1178930,1
1198512-257,1178931,1
1198512-257,1178933,1
1198512-257,1178939,1
1198512-257,1178945,1
1198512-257,1178946,1
1198512-257,1178947,1
1198512-257,1178948,1
1198512-257,1178951,1
1198512-257,1178952,1
1198512-257,1178953,1
1198512-257,1178954,1
1198512-257,1178961,1
1198512-257,1178962,1
1198512-257,1178964,1
1198512-257,1178966,1
1198512-257,1178969,1
1198512-257,1178970,1
1198512-257,1178972,-1
1198512-257,1178977,-1
1198512-257,1178981,1
1198512-257,1178983,1
1198512-257,1178985,1
1198512-257,1178986,1
1198512-257,1178987,1
1198512-257,1178990,1
1198512-257,1178992,1
1198512-257,1178993,1
1198512-257,1178994,1
1198512-257,1178997,1
1198512-257,1179587,1
1198512-257,1188097,1
1198512-257,1191923,1
1198512-257,1193726,-1
1198512-257,1194260,1
1198512-257,1196358,1
1198512-257,1198197,1
1198512-257,1198783,1
1198512-257,1204351,1
1198512-257,1204352,1
1198512-257,1204353,1
1198512-257,1204354,1
1198512-257,1204355,1
1198512-257,1204356,1
1198512-257,1204359,1
1198512-257,1204360,1
1198512-257,1204361,1
1198512-257,1204363,1
1198512-257,1204365,-1
1198512-257,1204366,-1
1198512-257,1204367,1
1198512-257,1204368,1
1198512-257,1204369,1
1198512-257,1204370,1
1198512-257,1204372,1
1198512-257,1204374,-1
1198512-257,1204375,1
1198512-257,1204376,1
1198512-257,1204377,1
1198512-257,1204379,1
1198512-257,1204381,1
1198512-257,1204382,1
1198512-257,1204384,1
1198512-257,1204385,1
1198512-257,1204386,1
1198512-257,1204387,1
1198512-257,1204388,1
1198512-257,1204389,1
1198512-257,1204391,1
1198512-257,1204392,1
1198512-257,1204394,1
1198512-257,1204397,1
1198512-257,1204398,1
1198512-257,1204399,1
1198512-257,1204400,1
1198512-257,1204403,1
1198512-257,1204405,1
1198512-257,1204406,1
1198512-257,1204407,1
1198512-257,1204408,1
1198512-257,1204409,1
1198512-257,1204410,1
1198512-257,1204412,1
1198512-257,1204413,1
1198512-257,1204414,1
1198512-257,1204415,1
1198512-257,1204416,1
1198512-257,1204418,1
1198512-257,1204419,1
1198512-257,1204420,1
1198512-257,1204421,1
1198512-257,1204422,1
1198512-257,1204426,1
1198512-257,1204427,1
1198512-257,1204428,1
1198512-257,1204431,1
1198512-257,1204432,1
1198512-257,1204433,1
1198512-257,1204434,1
1198512-257,1204435,1
1198512-257,1204436,1
1198512-257,1204438,1
1198512-257,1204439,1
1198512-257,1204440,1
1198512-257,1204442,1
1198512-257,1204444,1
1198512-257,1204446,1
1198512-257,1204447,1
1198512-257,1204448,1
1198512-257,1204451,1
1198512-257,1204452,3
1198512-257,1204453,1
1198512-257,1204454,1
1198512-257,1204456,1
1198512-257,1204457,1
1198512-257,1204460,1
1198512-257,1204461,-1
1198512-257,1204462,1
1198512-257,1204463,1
1198512-257,1204467,1
1198512-257,1204468,1
1198512-257,1204469,1
1198512-257,1204471,1
1198512-257,1204472,1
1198512-257,1204473,1
1198512-257,1204474,1
1198512-257,1204475,1
1198512-257,1204477,1
1198512-257,1204478,1
1198512-257,1204479,1
1198512-257,1204480,1
1198512-257,1204481,1
1198512-257,1204482,1
1198512-257,1204483,1
1198512-257,1204484,1
1198512-257,1204485,1
1198512-257,1204486,1
1198512-257,1204488,1
1198512-257,1204490,1
1198512-257,1204491,1
1198512-257,1204492,1
1198512-257,1204494,1
1198512-257,1204495,1
1198512-257,1204496,1
1198512-257,1204497,1
1198512-257,1204498,1
1198512-257,1204500,1
1198512-257,1204501,1
1198512-257,1204502,1
1198512-257,1204503,1
1198512-257,1204504,1
1198512-257,1204505,1
1198512-257,1204507,1
1198512-257,1204508,1
1198512-257,1204510,1
1198512-257,1204511,1
1198512-257,1204512,1
1198512-257,1204513,1
1198512-257,1204515,1
1198512-257,1204516,-1
1198512-257,1204517,1
1198512-257,1204518,1
1198512-257,1204519,-1
1198512-257,1204520,-1
1198512-257,1204522,1
1198512-257,1204523,-1
1198512-257,1204524,1
1198512-257,1204525,1
1198512-257,1204526,-1
1198512-257,1204528,-1
1198512-257,1204530,1
1198512-257,1204531,1
1198512-257,1204532,-1
1198512-257,1204533,1
1198512-257,1204534,1
1198512-257,1204535,1
1198512-257,1204536,-1
1198512-257,1204538,1
1198512-257,1204539,1
1198512-257,1204540,1
1198512-257,1204541,1
1198512-257,1204542,1
1198512-257,1204544,1
1198512-257,1204545,1
1198512-257,1204547,1
1198512-257,1204548,1
1198512-257,1204550,1
1198512-257,1204551,1
1198512-257,1204552,1
1198512-257,1204554,1
1198512-257,1204555,1
1198512-257,1204556,1
1198512-257,1204557,1
1198512-257,1204560,1
1198512-257,1204561,1
1198512-257,1204562,1
1198512-257,1204564,1
1198512-257,1204565,1
1198512-257,1204566,1
1198512-257,1204567,1
1198512-257,1204570,1
1198512-257,1204571,1
1198512-257,1204572,1
1198512-257,1204573,1
1198512-257,1204575,1
1198512-257,1204576,1
1198512-257,1205476,1
1198512-257,1205548,1
1198512-257,1205550,1
1198512-257,1205863,1
1198512-257,1206231,1
1198512-257,1207176,1
1198512-257,1207309,1
1198512-257,1209189,1
1198512-257,1212749,1
1198512-257,1213274,1
1198512-257,1213679,1
1198512-257,1213762,1
1198512-257,1213856,1
1198512-272,162881,1
1198512-272,166179,1
1198512-272,166828,1
1198512-272,167138,1
1198512-272,168720,1
1198512-272,169871,1
1198512-272,172442,1
1198512-272,173433,1
1198512-272,173441,1
1198512-272,173460,1
1198512-272,173466,1
1198512-272,173482,1
1198512-272,173486,1
1198512-272,173531,1
1198512-272,173586,1
1198512-272,173604,1
1198512-272,173692,1
1198512-272,173696,1
1198512-272,173701,1
1198512-272,173772,1
1198512-272,173788,1
1198512-272,173801,1
1198512-272,173808,1
1198512-272,173943,1
1198512-272,174043,1
1198512-272,174044,1
1198512-272,174052,1
1198512-272,174057,1
1198512-272,174060,1
1198512-272,174075,1
1198512-272,174079,1
1198512-272,174090,1
1198512-272,174156,1
1198512-272,174158,1
1198512-272,174159,1
1198512-272,174160,1
1198512-272,174161,1
1198512-272,174200,1
1198512-272,174262,1
1198512-272,174270,1
1198512-272,174273,1
1198512-272,174283,1
1198512-272,174299,1
1198512-272,174317,1
1198512-272,174352,1
1198512-272,174356,1
1198512-272,174366,1
1198512-272,174371,1
1198512-272,174376,1
1198512-272,174383,1
1198512-272,174398,1
1198512-272,174400,1
1198512-272,174419,1
1198512-272,174439,1
1198512-272,174459,1
1198512-272,174467,1
1198512-272,174471,1
1198512-272,174478,1
1198512-272,174537,1
1198512-272,174554,1
1198512-272,174574,1
1198512-272,174585,1
1198512-272,174646,1
1198512-272,174655,1
1198512-272,174693,1
1198512-272,174749,1
1198512-272,174784,1
1198512-272,174806,1
1198512-272,174848,1
1198512-272,175431,1
1198512-272,176874,1
1198512-272,181055,1
1198512-272,181297,1
1198512-272,190201,1
1198512-272,190842,1
1198512-272,192102,1
1198512-272,192346,1
1198512-272,192699,1
1198512-272,192776,1
1198512-272,193083,1
1198512-272,198057,1
1198512-272,1107283,1
1198512-272,1108338,1
1198512-272,1109429,1
1198512-272,1112437,1
1198512-272,1115746,1
1198512-272,1116379,1
1198512-272,1121948,1
1198512-272,1122158,1
1198512-272,1122974,1
1198512-272,1128760,1
1198512-272,1132504,1
1198512-272,1133439,1
1198512-272,1133810,1
1198512-272,1133968,1
1198512-272,1134812,1
1198512-272,1135054,1
1198512-272,1136811,1
1198512-272,1137070,1
1198512-272,1139285,1
1198512-272,1141335,1
1198512-272,1141391,1
1198512-272,1141398,1
1198512-272,1141401,1
1198512-272,1141405,1
1198512-272,1141411,1
1198512-272,1141417,1
1198512-272,1141421,1
1198512-272,1141422,1
1198512-272,1141427,1
1198512-272,1141431,1
1198512-272,1141434,1
1198512-272,1141439,1
1198512-272,1141450,1
1198512-272,1141458,1
1198512-272,1141459,1
1198512-272,1141464,1
1198512-272,1141470,1
1198512-272,1141488,1
1198512-272,1141508,1
1198512-272,1141513,1
1198512-272,1141516,1
1198512-272,1141518,1
1198512-272,1141523,1
1198512-272,1141531,1
1198512-272,1141553,1
1198512-272,1141555,1
1198512-272,1143084,1
1198512-272,1143632,1
1198512-272,1146307,1
1198512-272,1146788,1
1198512-272,1150418,1
1198512-272,1151208,1
1198512-272,1152605,1
1198512-272,1152610,1
1198512-272,1154178,1
1198512-272,1156190,1
1198512-272,1157130,1
1198512-272,1160508,1
1198512-272,1160510,1
1198512-272,1160511,1
1198512-272,1160512,1
1198512-272,1160518,1
1198512-272,1160527,1
1198512-272,1160528,1
1198512-272,1160531,1
1198512-272,1160532,1
1198512-272,1160534,1
1198512-272,1160535,1
1198512-272,1160538,1
1198512-272,1160541,1
1198512-272,1160545,1
1198512-272,1160552,1
1198512-272,1160553,1
1198512-272,1160556,1
1198512-272,1160558,1
1198512-272,1160559,1
1198512-272,1160569,1
1198512-272,1160570,1
1198512-272,1160575,1
1198512-272,1160587,1
1198512-272,1160588,1
1198512-272,1160589,1
1198512-272,1160591,1
1198512-272,1160592,1
1198512-272,1160598,1
1198512-272,1160599,1
1198512-272,1160600,1
1198512-272,1160601,1
1198512-272,1160604,1
1198512-272,1160610,1
1198512-272,1160619,1
1198512-272,1160632,1
1198512-272,1160635,1
1198512-272,1160639,1
1198512-272,1160640,1
1198512-272,1160641,1
1198512-272,1160645,1
1198512-272,1160651,1
1198512-272,1160653,1
1198512-272,1160655,1
1198512-272,1160665,1
1198512-272,1160666,1
1198512-272,1160667,1
1198512-272,1160669,1
1198512-272,1160673,1
1198512-272,1160674,1
1198512-272,1160758,1
1198512-272,1161550,1
1198512-272,1162332,1
1198512-272,1166402,1
1198512-272,1171617,1
1198512-272,1171619,1
1198512-272,1171623,1
1198512-272,1177282,1
1198512-272,1178829,1
1198512-272,1178831,1
1198512-272,1178832,1
1198512-272,1178833,1
1198512-272,1178835,1
1198512-272,1178836,1
1198512-272,1178839,1
1198512-272,1178842,1
1198512-272,1178843,1
1198512-272,1178854,1
1198512-272,1178857,1
1198512-272,1178858,1
1198512-272,1178860,1
1198512-272,1178861,1
1198512-272,1178863,1
1198512-272,1178866,1
1198512-272,1178871,1
1198512-272,1178873,1
1198512-272,1178874,1
1198512-272,1178876,1
1198512-272,1178879,1
1198512-272,1178881,1
1198512-272,1178882,1
1198512-272,1178884,1
1198512-272,1178886,1
1198512-272,1178889,1
1198512-272,1178896,1
1198512-272,1178908,1
1198512-272,1178909,1
1198512-272,1178910,1
1198512-272,1178912,1
1198512-272,1178916,1
1198512-272,1178920,1
1198512-272,1178921,1
1198512-272,1178922,1
1198512-272,1178924,1
1198512-272,1178925,1
1198512-272,1178927,1
1198512-272,1178928,1
1198512-272,1178929,1
1198512-272,1178930,1
1198512-272,1178931,1
1198512-272,1178933,1
1198512-272,1178934,1
1198512-272,1178939,1
1198512-272,1178945,1
1198512-272,1178946,1
1198512-272,1178947,1
1198512-272,1178948,1
1198512-272,1178951,1
1198512-272,1178952,1
1198512-272,1178953,1
